Account Length (Weeks),Messages,Day Mins,Eve Mins,Night Mins,Intl Mins,CustServ Calls,Int'l Plan,Message Plan,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Calls,Night Charge,Intl Calls,Intl Charge,State,Area Code,Phone,Churn
88,0,65.4,168.2,236,13.8,2,0,0,97,11.12,76,14.3,113,10.62,1,3.73,OK,408,338-5404,0
65,0,213.4,234.5,250.1,2.7,1,0,0,111,36.28,94,19.93,123,11.25,4,0.73,IN,415,388-4408,0
123,0,206.9,244.7,221.5,7.7,3,0,0,85,35.17,78,20.8,136,9.97,2,2.08,MO,415,402-7686,0
126,27,186.2,189.6,76.5,9.6,2,0,1,78,31.65,83,16.12,139,3.44,3,2.59,IA,408,403-6225,0
104,23,280.2,220.5,136.9,13.3,4,0,1,136,47.63,92,18.74,102,6.16,3,3.59,VA,415,386-2691,0
45,22,196.6,313.2,163.3,11.9,0,0,1,84,33.42,92,26.62,108,7.35,3,3.21,KY,415,378-8368,0
93,0,312,129.4,217.6,10.5,0,1,0,109,53.04,100,11,74,9.79,2,2.84,MD,408,360-2839,1
63,36,199,291.3,197.6,11,1,1,1,110,33.83,111,24.76,92,8.89,6,2.97,OH,415,410-8078,0
100,0,203.1,217,180.9,13.5,3,0,0,96,34.53,126,18.45,122,8.14,2,3.65,OK,415,352-6948,0
53,0,168.8,220.3,154.3,10.9,0,0,0,97,28.7,87,18.73,113,6.94,2,2.94,NV,415,327-2628,0
92,0,173.1,240.3,233.2,9,1,1,0,140,29.43,105,20.43,117,10.49,5,2.43,ID,415,359-8030,0
139,0,134.4,211.3,193.6,10.2,5,0,0,106,22.85,98,17.96,125,8.71,2,2.75,MN,510,374-5771,1
110,40,202.6,118.8,234.9,9,2,0,1,103,34.44,128,10.1,98,10.57,9,2.43,SD,408,357-7474,0
110,0,74.5,200.8,192.2,9.8,3,0,0,117,12.67,98,17.07,101,8.65,7,2.65,IL,408,366-3550,0
215,0,83.6,120.9,226.6,10.7,0,0,0,148,14.21,91,10.28,110,10.2,9,2.89,WY,510,393-7420,0
73,0,192.2,168.6,139.8,9.4,1,0,0,86,32.67,116,14.33,87,6.29,6,2.54,AL,415,355-4744,0
138,0,220.2,88.3,195.3,12.9,0,0,0,89,37.43,125,7.51,79,8.79,5,3.48,NJ,510,400-1096,0
137,0,135.1,134.1,223.1,12.3,2,1,0,95,22.97,102,11.4,81,10.04,2,3.32,NV,415,338-8276,1
36,0,253.4,182.4,275.8,8.4,1,0,0,77,43.08,151,15.5,103,12.41,2,2.27,IN,415,405-9214,0
85,0,225,176.9,194.3,7.1,3,0,0,81,38.25,63,15.04,110,8.74,2,1.92,WV,408,336-1842,0
108,0,198.5,267.8,354.9,9.4,0,0,0,99,33.75,60,22.76,75,15.97,3,2.54,VA,408,335-7766,1
22,0,110.3,166.5,202.3,9.5,0,0,0,107,18.75,93,14.15,96,9.1,5,2.57,SC,408,331-6447,0
107,37,60,102.2,261.8,11.1,0,0,1,102,10.2,80,8.69,106,11.78,3,3,RI,415,385-4320,0
51,0,214.8,149.7,283.4,10.2,0,0,0,94,36.52,58,12.72,66,12.75,5,2.75,IN,510,348-7853,0
94,0,181.8,202.4,245.9,9.2,4,0,0,85,30.91,98,17.2,97,11.07,2,2.48,AZ,408,354-8867,0
119,23,154,278,228.4,11.8,2,0,1,114,26.18,137,23.63,112,10.28,4,3.19,NM,510,349-9001,0
33,29,157.4,117.9,279.2,13.9,4,0,1,99,26.76,80,10.02,79,12.56,11,3.75,OR,415,380-7000,1
106,0,207.9,172,191.8,14.4,4,0,0,91,35.34,109,14.62,143,8.63,7,3.89,NJ,415,365-3869,0
82,0,207,232.9,172.4,9.1,3,0,0,90,35.19,83,19.8,108,7.76,8,2.46,MS,408,345-7640,0
86,41,119,230,236.9,9.5,0,0,1,101,20.23,134,19.55,58,10.66,3,2.57,MI,510,349-6335,0
97,0,143.7,273,178.3,10.9,0,1,0,117,24.43,82,23.21,81,8.02,3,2.94,TX,415,411-8928,0
106,32,165.9,216.5,173.1,14.1,4,0,1,126,28.2,93,18.4,86,7.79,8,3.81,FL,408,385-0526,0
108,0,138.6,172.3,231.6,9.8,1,0,0,122,23.56,117,14.65,92,10.42,3,2.65,DC,510,377-2789,0
114,0,84.7,249.9,193.4,14.5,1,0,0,118,14.4,86,21.24,95,8.7,8,3.92,TX,415,342-1051,0
92,0,62.6,180.6,221.7,10.4,1,1,0,111,10.64,126,15.35,80,9.98,2,2.81,KS,408,386-0966,1
59,0,155.2,235.3,169.4,8.7,1,0,0,79,26.38,123,20,80,7.62,4,2.35,UT,510,413-3120,0
24,25,164.9,209.3,231.2,6.7,1,0,1,110,28.03,105,17.79,55,10.4,9,1.81,MN,510,396-4353,0
151,0,134.5,143.1,223.9,15.4,1,0,0,88,22.87,112,12.16,61,10.08,1,4.16,IL,408,334-7408,0
117,0,143.3,211.3,185.2,11.5,1,0,0,103,24.36,108,17.96,96,8.33,3,3.11,NM,415,340-2993,0
78,0,168.3,221.2,241,12.5,1,0,0,110,28.61,73,18.8,136,10.85,1,3.38,SC,510,377-8565,0
155,0,262.4,194.6,146.5,8.3,2,0,0,55,44.61,113,16.54,85,6.59,6,2.24,NC,408,417-9132,0
114,30,206.2,260,291.6,11.4,1,0,1,79,35.05,91,22.1,83,13.12,6,3.08,WV,510,417-7052,0
114,28,225.8,193,232.4,8.4,4,0,1,94,38.39,117,16.41,100,10.46,9,2.27,RI,510,411-3847,0
119,0,138.3,170.5,263.9,13.5,3,0,0,89,23.51,78,14.49,98,11.88,6,3.65,NH,408,420-1249,0
64,48,94.4,136.2,147.4,4.5,0,0,1,104,16.05,101,11.58,89,6.63,4,1.22,MO,510,389-7027,0
118,0,160,175.4,184.8,9.9,2,1,0,123,27.2,96,14.91,99,8.32,3,2.67,MA,408,343-5755,0
101,0,206.6,224.9,249.9,14.6,0,0,0,105,35.12,117,19.12,100,11.25,3,3.94,PA,415,410-3288,0
117,0,134.7,180,200.9,7.7,1,0,0,121,22.9,83,15.3,104,9.04,3,2.08,OK,415,344-0884,0
49,28,214.4,235.2,206.2,8,3,0,1,78,36.45,100,19.99,107,9.28,13,2.16,AL,415,331-9960,0
139,0,192.8,234.4,203.2,13,3,0,0,104,32.78,96,19.92,101,9.14,3,3.51,WY,415,337-7687,0
92,28,151.1,194.8,239.2,10,1,0,1,90,25.69,79,16.56,114,10.76,3,2.7,PA,408,339-9776,0
83,0,221.4,231.8,122.5,9.8,3,0,0,103,37.64,103,19.7,100,5.51,5,2.65,WA,415,369-2441,0
148,0,218.9,208,203.3,11.1,0,1,0,88,37.21,85,17.68,99,9.15,4,3,HI,510,416-7420,0
144,48,189.8,123.4,214.2,6.5,2,0,1,96,32.27,67,10.49,106,9.64,2,1.76,SD,408,339-6177,1
131,25,192.7,225.9,254.2,10.9,2,0,1,85,32.76,105,19.2,59,11.44,6,2.94,AL,415,361-7166,0
146,0,204.4,219.1,222.7,10.5,3,1,0,135,34.75,90,18.62,114,10.02,6,2.84,VT,510,355-7227,0
143,0,172.3,174,188.2,13,2,0,0,97,29.29,108,14.79,119,8.47,4,3.51,MT,415,387-3496,0
81,0,198.4,210.9,193.3,10.4,2,0,0,93,33.73,108,17.93,71,8.7,6,2.81,MN,415,369-0991,0
48,37,211.7,159.9,144.1,12.2,1,0,1,115,35.99,84,13.59,80,6.48,1,3.29,AK,415,389-1429,0
86,28,221.6,288.4,240.3,9,1,0,1,74,37.67,100,24.51,105,10.81,2,2.43,MI,415,370-4804,0
71,0,197.9,181.5,281.4,6.7,3,0,0,108,33.64,109,15.43,56,12.66,5,1.81,DE,415,362-8277,0
145,24,147.5,175.7,252.1,15.6,2,0,1,90,25.08,108,14.93,102,11.34,3,4.21,SD,408,412-6024,0
137,0,206.4,128,194.5,8.8,2,0,0,122,35.09,102,10.88,84,8.75,5,2.38,MI,510,355-9690,0
137,0,205.9,209.3,289.9,14.5,2,0,0,88,35,86,17.79,84,13.05,4,3.92,KS,408,352-3121,0
167,0,207.6,132.4,255.2,14.1,0,0,0,88,35.29,63,11.25,98,11.48,5,3.81,AL,510,335-4599,0
89,0,303.9,260.9,312.1,5.3,1,0,0,95,51.66,114,22.18,89,14.04,3,1.43,OK,510,352-6995,1
199,34,230.6,219.4,299.3,8,0,0,1,121,39.2,99,18.65,94,13.47,2,2.16,CT,415,393-3841,0
132,0,99.5,129.1,125.1,9.7,0,0,0,110,16.92,80,10.97,124,5.63,3,2.62,NE,510,335-4876,0
94,0,177.1,194,146.7,5.9,1,0,0,112,30.11,112,16.49,108,6.6,4,1.59,WI,510,355-7427,0
96,37,172.7,120.1,216.1,10.3,5,0,1,93,29.36,116,10.21,86,9.72,5,2.78,CT,415,387-8142,1
96,18,172.7,133.4,259.5,9.8,1,0,1,86,29.36,113,11.34,70,11.68,3,2.65,WI,510,343-0929,0
166,0,204.2,179.9,216.8,9.5,1,0,0,115,34.71,152,15.29,109,9.76,5,2.57,IN,510,350-3642,0
74,0,85.7,247.7,142.4,10.1,2,0,0,83,14.57,67,21.05,85,6.41,5,2.73,DC,415,371-8567,0
36,0,157.6,184.3,240.4,11.9,0,0,0,117,26.79,58,15.67,99,10.82,1,3.21,AR,415,346-3967,0
113,0,215.5,218.7,207.1,6.6,4,0,0,129,36.64,117,18.59,91,9.32,9,1.78,ME,415,398-0302,0
94,0,181.5,199.9,287.7,6.6,1,0,0,98,30.86,88,16.99,114,12.95,5,1.78,MN,415,412-7000,0
67,0,171.7,110.4,195.4,11.9,2,0,0,80,29.19,81,9.38,111,8.79,4,3.21,MD,415,330-7553,0
127,0,266.6,264.8,207.2,5.9,1,0,0,106,45.32,168,22.51,119,9.32,2,1.59,FL,415,416-4225,1
121,0,170.4,350.5,297,11.2,0,0,0,108,28.97,68,29.79,87,13.37,3,3.02,RI,408,329-0420,1
158,0,158,292.5,241.1,9.1,1,0,0,106,26.86,114,24.86,89,10.85,4,2.46,IA,415,360-9061,0
136,0,92,253.6,214.1,10.3,1,0,0,117,15.64,77,21.56,90,9.63,10,2.78,AZ,510,405-1628,0
196,0,234,249.5,173.1,9.1,2,0,0,109,39.78,114,21.21,70,7.79,5,2.46,MO,415,393-4432,0
113,0,272.1,268.5,213.8,8.5,1,0,0,111,46.26,118,22.82,105,9.62,10,2.3,VT,415,419-1167,1
122,0,296.4,214.8,133.9,11.4,4,0,0,99,50.39,89,18.26,107,6.03,3,3.08,IN,408,336-5293,1
112,0,194.4,190.3,183.4,11.4,0,0,0,101,33.05,82,16.18,107,8.25,2,3.08,RI,510,341-5581,0
209,0,227.2,258.4,183.5,8.9,3,0,0,128,38.62,92,21.96,74,8.26,4,2.4,SD,415,413-6877,0
62,0,248.7,220,265.7,13.2,1,0,0,109,42.28,118,18.7,78,11.96,2,3.56,MN,415,366-9929,1
110,38,236.3,195.9,183.5,9.7,1,0,1,102,40.17,112,16.65,82,8.26,6,2.62,TX,415,399-7327,0
16,0,205.6,169.5,220.1,10.9,0,0,0,69,34.95,93,14.41,64,9.9,3,2.94,VA,510,368-8976,0
73,0,94.1,280.3,205,9.8,0,0,0,136,16,122,23.83,77,9.23,4,2.65,MA,408,360-3413,0
128,0,125.2,205.4,254.4,18.9,0,0,0,99,21.28,107,17.46,111,11.45,2,5.1,ID,408,359-5299,0
39,0,60.4,306.2,123.9,12.4,1,0,0,158,10.27,120,26.03,46,5.58,3,3.35,MA,408,332-0373,0
103,28,121,270.4,160.5,7.7,2,0,1,105,20.57,100,22.98,76,7.22,4,2.08,GA,415,381-1274,0
119,29,117.8,256.8,147.6,7.6,3,0,1,66,20.03,114,21.83,76,6.64,3,2.05,RI,415,329-7374,0
173,21,232.4,211.9,273,5,3,0,1,96,39.51,118,18.01,102,12.29,5,1.35,ID,510,363-5011,0
128,32,223.5,188.8,154.9,9.4,2,1,1,81,38,74,16.05,101,6.97,2,2.54,SD,510,413-7260,1
86,0,176.3,259.2,287.4,6.2,0,0,0,79,29.97,97,22.03,78,12.93,3,1.67,MA,510,330-0623,0
114,32,125.2,177.8,232.4,12.9,1,0,1,79,21.28,105,15.11,89,10.46,3,3.48,WY,415,403-2984,0
104,0,138.7,256.9,234.9,10,0,0,0,107,23.58,113,21.84,74,10.57,3,2.7,VA,408,360-9591,0
148,0,86.3,246.6,251.6,11.3,1,0,0,134,14.67,92,20.96,91,11.32,4,3.05,OR,415,394-6363,0
129,0,207,154.9,245.1,13.4,3,0,0,91,35.19,121,13.17,112,11.03,5,3.62,VA,408,384-6951,0
100,30,58.8,219.5,152.3,7.1,0,0,1,104,10,107,18.66,118,6.85,3,1.92,ME,510,359-7877,0
121,35,68.7,209.2,197.4,11.4,1,0,1,95,11.68,69,17.78,42,8.88,4,3.08,AL,408,331-0377,0
143,33,239.2,235.5,156.3,9.5,1,0,1,109,40.66,112,20.02,95,7.03,4,2.57,GA,408,359-2477,0
76,0,198.3,217.1,188.4,12.5,0,0,0,130,33.71,86,18.45,96,8.48,3,3.38,IA,510,330-5204,0
158,0,205.2,240.6,79.7,14.4,0,0,0,97,34.88,77,20.45,108,3.59,12,3.89,AZ,510,362-4221,0
116,0,192.1,312.9,130.2,7.9,3,0,0,98,32.66,135,26.6,94,5.86,2,2.13,FL,510,338-8514,0
54,0,272.6,248.7,197.4,9.5,1,0,0,83,46.34,74,21.14,111,8.88,2,2.57,MT,415,387-4879,1
86,0,128.3,197.1,138.4,12.2,7,0,0,121,21.81,93,16.75,152,6.23,5,3.29,AL,415,380-7749,1
108,0,169.6,264.1,206.3,9.3,0,0,0,99,28.83,87,22.45,78,9.28,4,2.51,DE,510,365-8096,0
66,0,201.3,152.8,233.2,7.5,1,0,0,95,34.22,66,12.99,101,10.49,4,2.03,MT,510,407-5984,0
151,17,214.7,138.5,169.1,8.6,1,0,1,97,36.5,90,11.77,44,7.61,4,2.32,KY,408,396-7512,0
99,0,169.2,271.5,170.2,10.6,0,0,0,70,28.76,77,23.08,104,7.66,2,2.86,SC,510,397-8831,0
55,0,194.1,176.6,302.8,7,2,0,0,121,33,110,15.01,136,13.63,7,1.89,WA,415,333-2947,0
77,0,233.8,266.5,212.7,7.6,2,0,0,104,39.75,94,22.65,104,9.57,3,2.05,OR,510,409-5466,0
78,0,225.1,199.2,175.5,14.6,0,0,0,67,38.27,127,16.93,102,7.9,2,3.94,AK,408,336-6940,0
89,0,213,176.6,262.6,9.1,1,0,0,63,36.21,71,15.01,126,11.82,1,2.46,GA,415,343-8305,1
101,0,183.9,255.9,275,10.8,1,0,0,115,31.26,101,21.75,145,12.38,11,2.92,MN,415,361-3669,0
44,34,221.8,161.7,227.7,14,0,0,1,105,37.71,85,13.74,62,10.25,7,3.78,IL,415,350-7844,0
98,21,64.6,176.1,244.8,0,2,0,1,98,10.98,86,14.97,84,11.02,0,0,IN,408,376-8075,0
64,37,154.6,83.4,165.9,13.3,1,0,1,92,26.28,103,7.09,99,7.47,3,3.59,SC,510,349-6113,0
141,0,260.2,179.2,135,7.2,3,0,0,131,44.23,120,15.23,119,6.08,8,1.94,VA,415,333-4591,0
81,33,161.6,123,261.3,12.2,1,0,1,117,27.47,90,10.46,101,11.76,5,3.29,WI,415,408-3112,0
162,0,220.6,155.2,186.7,10.5,1,0,0,117,37.5,121,13.19,89,8.4,11,2.84,VT,510,375-0994,0
83,41,155.9,162.3,127.6,13.1,3,0,1,122,26.5,107,13.8,105,5.74,5,3.54,AZ,415,400-1724,0
100,0,107,105.7,243.1,12.8,4,0,0,63,18.19,67,8.98,74,10.94,3,3.46,FL,510,420-5438,1
59,0,182.5,204.7,229.9,11.3,4,0,0,104,31.03,95,17.4,100,10.35,8,3.05,AK,510,366-8135,0
179,38,220.1,234.3,237.3,10.1,4,1,1,78,37.42,71,19.92,85,10.68,4,2.73,AR,415,413-3222,0
79,0,152.2,177.2,96.4,5.3,1,0,0,112,25.87,132,15.06,87,4.34,3,1.43,AR,408,406-2290,0
117,0,181.5,205.1,204,14.7,2,0,0,95,30.86,88,17.43,82,9.18,9,3.97,AK,415,337-1766,0
64,0,236.2,218.6,194.1,13.2,2,1,0,77,40.15,85,18.58,97,8.73,2,3.56,MS,408,402-5910,1
31,0,166.1,79.3,213.7,12.7,1,0,0,105,28.24,93,6.74,98,9.62,2,3.43,ME,415,371-8012,0
124,0,244.6,188.8,206,11.3,1,1,0,89,41.58,80,16.05,114,9.27,4,3.05,CA,408,343-0093,0
122,23,134.2,227.3,122.4,8.5,2,0,1,85,22.81,132,19.32,96,5.51,2,2.3,NM,408,385-7395,0
37,39,149.7,211.1,114.3,9.2,1,1,1,122,25.45,75,17.94,90,5.14,4,2.48,NE,408,393-7330,0
90,29,150.1,264.7,178.4,5.8,1,0,1,109,25.52,103,22.5,97,8.03,4,1.57,SC,408,407-2788,0
159,0,257.1,312.2,183,8.8,1,1,0,53,43.71,127,26.54,82,8.24,6,2.38,CO,408,341-7938,1
148,0,124.4,179.7,253,11.3,0,0,0,83,21.15,81,15.27,99,11.39,6,3.05,DE,415,351-8704,0
39,36,141.7,232.3,222.1,12,1,0,1,121,24.09,113,19.75,131,9.99,5,3.24,OH,415,421-0249,0
77,0,230,103.2,309.6,11.3,2,0,0,87,39.1,138,8.77,136,13.93,3,3.05,MS,408,356-0778,0
194,0,162.3,213.7,192.1,10.9,0,0,0,88,27.59,118,18.16,81,8.64,2,2.94,OK,408,328-3817,0
154,0,350.8,216.5,253.9,10.1,1,0,0,75,59.64,94,18.4,100,11.43,9,2.73,CO,415,343-7268,1
112,0,193.3,264.1,128.6,9.1,4,0,0,96,32.86,123,22.45,115,5.79,3,2.46,NC,415,334-3172,0
45,0,78.2,253.4,255,18,1,0,0,127,13.29,108,21.54,100,11.48,3,4.86,MD,415,350-1294,0
132,0,83.4,232.2,146.7,7.6,1,0,0,110,14.18,137,19.74,114,6.6,5,2.05,KS,415,369-7571,0
128,0,195.6,267.8,164.9,16,0,0,0,99,33.25,120,22.76,76,7.42,2,4.32,MA,415,385-1181,0
135,0,201.8,225,204.4,10.3,1,0,0,81,34.31,114,19.13,82,9.2,6,2.78,NC,415,383-0996,0
56,0,197,222.8,225.3,10.6,2,0,0,110,33.49,102,18.94,91,10.14,6,2.86,NM,408,385-7025,0
151,0,218,114.4,269.2,12.4,0,1,0,57,37.06,88,9.72,95,12.11,1,3.35,CA,415,357-7535,1
32,0,164.8,229.9,167.3,14.8,2,0,0,98,28.02,96,19.54,108,7.53,2,4,NY,415,364-3825,0
90,0,179.2,210.7,276.9,9.2,2,0,0,77,30.46,99,17.91,58,12.46,6,2.48,AZ,415,422-2260,0
87,21,214,180,134.5,10.6,0,0,1,113,36.38,114,15.3,82,6.05,5,2.86,SD,415,370-1330,0
138,0,170.5,118.2,187.9,11.2,2,0,0,87,28.99,116,10.05,111,8.46,7,3.02,DC,415,329-0698,0
79,0,205.7,214.5,226.1,6.7,1,0,0,123,34.97,108,18.23,106,10.17,18,1.81,ND,408,363-8006,0
95,0,165.5,286.2,198.9,11.5,1,1,0,84,28.14,112,24.33,89,8.95,2,3.11,MO,415,374-0414,1
127,0,221,160.7,233.1,6.8,2,0,0,100,37.57,113,13.66,96,10.49,4,1.84,KS,415,345-4767,0
137,0,242.1,191,218.6,14.7,3,0,0,118,41.16,93,16.24,50,9.84,2,3.97,SD,510,373-2737,0
97,0,151.6,155.4,240,14.7,1,0,0,107,25.77,96,13.21,112,10.8,4,3.97,OK,415,348-6312,0
149,0,176.2,145,249.5,5.7,0,1,0,87,29.95,81,12.33,92,11.23,4,1.54,OR,415,332-3883,0
117,22,196,322.7,225.6,3.7,1,1,1,82,33.32,82,27.43,120,10.15,5,1,IN,415,355-4862,0
84,0,159.5,247.1,187.9,7.2,2,0,0,125,27.12,90,21,82,8.46,4,1.94,OH,408,336-9686,0
137,0,230.2,220.4,204.7,10.7,4,0,0,113,39.13,79,18.73,111,9.21,7,2.89,KS,415,346-5432,0
99,0,146.7,274,321.3,8.9,3,0,0,64,24.94,99,23.29,98,14.46,1,2.4,CT,415,363-2994,0
54,0,210.5,204.5,127.8,8.5,1,0,0,102,35.79,83,17.38,53,5.75,5,2.3,NH,510,353-9736,0
85,0,102,270.2,148.2,10.7,1,0,0,95,17.34,139,22.97,105,6.67,3,2.89,WI,415,360-1607,0
150,0,126,238.5,285.1,10.2,3,0,0,99,21.42,73,20.27,100,12.83,6,2.75,MS,510,417-8347,0
43,0,168.4,243.8,214.7,11.1,1,0,0,125,28.63,89,20.72,102,9.66,2,3,WV,415,393-7260,0
35,0,105.6,258.2,213.1,8.7,0,0,0,129,17.95,129,21.95,77,9.59,3,2.35,MA,415,401-8914,0
98,0,206.5,176.2,232.8,12.4,5,0,0,92,35.11,152,14.98,115,10.48,5,3.35,MD,415,338-4457,0
112,0,217.1,205.2,185.7,9.4,2,0,0,76,36.91,100,17.44,91,8.36,3,2.54,PA,510,352-5226,0
16,0,229.6,205.7,166.2,10.8,0,0,0,78,39.03,108,17.48,91,7.48,2,2.92,WI,510,405-5303,1
98,22,278.3,93.4,107.6,9.7,0,0,1,89,47.31,143,7.94,42,4.84,5,2.62,TN,415,376-5096,0
84,0,138.6,199,204.1,7.8,0,0,0,102,23.56,93,16.92,137,9.18,4,2.11,TX,408,339-7696,0
94,0,234.4,279.3,234.2,2,1,0,0,103,39.85,109,23.74,121,10.54,2,0.54,OR,415,328-3190,1
84,0,181.5,130.7,186.5,8.5,1,0,0,129,30.86,112,11.11,118,8.39,4,2.3,IL,510,378-5371,0
66,0,167.3,230,191.7,10.6,1,0,0,91,28.44,68,19.55,118,8.63,5,2.86,DC,415,402-3636,1
98,31,121,218.9,226.7,12,1,0,1,105,20.57,98,18.61,110,10.2,1,3.24,GA,415,333-4028,0
74,0,221.1,110.8,240.1,10.6,0,0,0,124,37.59,94,9.42,112,10.8,3,2.86,ID,415,365-5827,0
96,26,145.8,192.2,165.1,9.9,1,0,1,108,24.79,89,16.34,96,7.43,2,2.67,UT,408,410-9902,0
119,0,222.8,163.2,160.6,11.2,1,0,0,122,37.88,107,13.87,112,7.23,6,3.02,KY,510,411-5065,0
73,0,183.4,242,201.4,7.5,4,0,0,80,31.18,115,20.57,100,9.06,3,2.03,OH,415,338-3214,0
92,0,264.3,160.9,198.6,9.3,0,1,0,91,44.93,115,13.68,73,8.94,5,2.51,WI,415,421-3705,0
21,0,146,109.7,247.4,6.8,0,0,0,78,24.82,79,9.32,108,11.13,7,1.84,IL,415,343-8084,0
122,0,157.1,184.9,197.2,8.5,4,0,0,134,26.71,122,15.72,59,8.87,5,2.3,DE,510,332-7003,1
133,0,127.3,251.3,135,10.3,1,1,0,108,21.64,81,21.36,88,6.08,3,2.78,RI,510,349-2301,0
145,0,187.9,197,167,4.8,2,0,0,110,31.94,117,16.75,108,7.52,4,1.3,TX,415,351-6552,0
25,0,178.8,141.2,203,8.4,2,0,0,90,30.4,72,12,99,9.14,5,2.27,OR,408,422-0746,0
64,0,97.2,186.2,189,10.4,2,0,0,80,16.52,90,15.83,92,8.5,6,2.81,NV,415,396-2288,0
85,0,259.8,242.3,168.8,5.4,0,0,0,85,44.17,117,20.6,72,7.6,1,1.46,NE,415,416-1248,0
126,0,256.5,199.5,188.3,7,3,0,0,112,43.61,90,16.96,122,8.47,5,1.89,MS,415,363-8081,0
76,0,169.5,124,219.4,10,0,0,0,77,28.82,87,10.54,92,9.87,3,2.7,OR,415,410-1727,0
113,0,239.7,282.9,238.4,8.7,2,0,0,47,40.75,110,24.05,88,10.73,3,2.35,DE,415,352-0367,1
224,0,171.5,160,212.4,5,1,1,0,99,29.16,103,13.6,102,9.56,2,1.35,DE,510,361-9269,1
117,0,239.9,174.8,209.5,9.8,0,0,0,84,40.78,106,14.86,93,9.43,2,2.65,AZ,408,417-0224,0
128,34,142.3,194.8,239.3,16,1,0,1,73,24.19,79,16.56,81,10.77,6,4.32,SD,408,372-0699,0
115,0,184.1,327,212.5,7.5,2,0,0,98,31.3,73,27.8,106,9.56,6,2.03,NV,415,356-2734,0
141,28,206.9,264.4,171.8,9.3,2,0,1,126,35.17,126,22.47,124,7.73,11,2.51,NM,415,351-0241,0
51,0,259.9,176.2,77.2,15.3,1,0,0,114,44.18,94,14.98,112,3.47,1,4.13,MN,510,355-0569,0
100,0,203.8,283.1,197.3,12.5,0,0,0,122,34.65,76,24.06,83,8.88,3,3.38,NJ,415,396-9915,0
96,45,248.8,140.3,263.6,10.3,3,0,1,124,42.3,77,11.93,102,11.86,2,2.78,IN,415,356-0479,0
112,16,221.6,130.2,200,11.3,1,0,1,110,37.67,123,11.07,108,9,3,3.05,DC,415,394-9623,0
129,0,192.9,185.5,205.2,10.9,1,1,0,131,32.79,101,15.77,130,9.23,4,2.94,MA,510,408-0669,0
163,0,122.4,113.4,180.2,12.5,1,0,0,129,20.81,108,9.64,97,8.11,7,3.38,ME,415,404-7463,0
67,40,104.9,216.3,217.4,9.6,1,0,1,65,17.83,93,18.39,128,9.78,9,2.59,NH,415,355-3211,0
140,0,173.2,196.8,209.3,11.2,3,0,0,91,29.44,106,16.73,128,9.42,5,3.02,AZ,408,411-0219,0
49,0,119.4,273.3,214.4,12.4,2,0,0,69,20.3,92,23.23,153,9.65,7,3.35,OR,510,376-8708,0
46,0,250.3,260.6,195,13.3,2,0,0,100,42.55,90,22.15,104,8.78,2,3.59,KS,510,365-7821,1
148,0,178.3,282.6,181,11.4,1,0,0,98,30.31,110,24.02,98,8.15,4,3.08,NE,415,382-1159,0
112,0,243.4,182.1,259.2,12.8,1,0,0,77,41.38,97,15.48,94,11.66,2,3.46,MI,510,420-4176,0
78,0,155,175.3,155.6,11.8,2,0,0,106,26.35,101,14.9,125,7,5,3.19,SC,415,411-0362,0
61,31,288.7,203.8,203.2,8.6,0,0,1,101,49.08,102,17.32,49,9.14,3,2.32,PA,408,383-6523,0
58,29,240.4,118.9,164.2,11.2,1,0,1,80,40.87,91,10.11,108,7.39,3,3.02,MT,510,387-8430,0
155,0,190.3,301.3,214.6,8,1,0,0,123,32.35,96,25.61,134,9.66,3,2.16,NM,415,399-0416,0
100,0,278,176.7,219.5,8.3,0,0,0,76,47.26,74,15.02,126,9.88,4,2.24,OH,510,385-1606,1
113,0,155,330.6,189.4,13.5,1,0,0,93,26.35,106,28.1,123,8.52,3,3.65,WY,510,352-9066,0
81,0,153.5,197.6,198.5,6.3,2,0,0,99,26.1,102,16.8,86,8.93,2,1.7,MI,415,408-3862,0
135,27,273.4,154,245.8,12.3,1,0,1,141,46.48,99,13.09,112,11.06,6,3.32,AR,510,419-5414,0
99,0,155.3,265.7,145.7,12.4,0,0,0,93,26.4,95,22.58,67,6.56,4,3.35,FL,408,336-6681,0
59,29,133.1,221.2,131.6,6.8,1,0,1,114,22.63,82,18.8,103,5.92,3,1.84,AR,510,343-0240,0
135,0,246.8,187.8,154.5,12.6,1,0,0,129,41.96,121,15.96,109,6.95,5,3.4,MO,510,376-0883,0
85,0,165.4,196,349.2,9.6,2,1,0,107,28.12,126,16.66,110,15.71,7,2.59,WI,408,381-6397,0
70,0,59.5,257.2,208.3,11.1,0,0,0,103,10.12,106,21.86,86,9.37,6,3,TX,510,390-5386,0
88,0,138.3,236,179.1,9.6,3,0,0,116,23.51,138,20.06,110,8.06,4,2.59,TX,510,414-2813,0
55,0,286.7,134.4,192.9,6.9,2,0,0,100,48.74,121,11.42,122,8.68,5,1.86,NM,510,382-5758,0
75,0,117.3,201.1,107.9,12.2,1,0,0,114,19.94,61,17.09,82,4.86,3,3.29,GA,415,333-9587,0
79,21,264.3,202.8,173.4,6.3,4,0,1,79,44.93,118,17.24,92,7.8,3,1.7,ID,510,341-3102,0
85,0,127.9,271.2,202.2,12.5,0,0,0,107,21.74,124,23.05,76,9.1,5,3.38,AL,408,411-9643,0
